"","lnBMR","lnMass","lnMass2","lnGS","endo"
"Nyctophilus_geoffroyi",3.30290223977826,2.07944154167984,4.32407712526383,NA,1
"Miniopterus_australis",5.72425554631817,4.6746962486367,21.852785017018,NA,1
"Pteronotus_parnellii",4.65948679540064,2.95491027903374,8.73149475713926,0.946496573931222,1
"Pteronotus_personatus",4.44646838483367,2.63905732961526,6.96462358899603,0.932164081030445,1
"Pteronotus_quadridens",2.65514777069525,1.58923520511658,2.52566853718194,NA,1
"Pteronotus_davyi",4.13364357168542,2.24070968927596,5.02077991161517,0.824175442966349,1
"Noctilio_leporinus",5.30694128018224,4.11087386417331,16.8992839271432,0.916290731874155,1
"Noctilio_albiventris",4.36921210074861,3.29583686600433,10.8625406473132,0.824175442966349,1
"Rhinophylla_pumilio",4.03694596713188,2.2512917986065,5.06831476247289,NA,1
"Carollia_perspicillata",4.99719060219693,2.70136121295141,7.29735240283831,1.03673688495002,1
"Sturnira_lilium",5.20895078129609,3.08648663682246,9.52639975928362,0.979578471110072,1
"Artibeus_concolor",4.83958976569979,2.98061863574394,8.88408745174407,NA,1
"Artibeus_lituratus",5.98025358904019,4.24992279404054,18.0618437553053,0.968883181993326,1
"Platyrrhinus_lineatus",5.03889931709395,3.08648663682246,9.52639975928362,NA,1
"Uroderma_bilobatum",4.59434492946322,2.78501124223834,7.75628761939394,0.934130650002486,1
"Chrotopterus_auritus",6.24211003094085,4.56538931597625,20.8427796064301,0.928219302739429,1
"Tonatia_bidens",5.28594220477021,3.31054301339402,10.959695043532,0.837247524533702,1
"Phyllostomus_discolor",4.97471922792304,3.51154543883102,12.3309513689749,0.936093359170335,1
"Phyllostomus_hastatus",5.71985792365468,4.43319492124828,19.6532172097815,0.963174317773006,1
"Erophylla_sezekorni",3.79050093772935,2.77881927199042,7.72183654638537,NA,1
"Anoura_caudifer",4.99507855201051,2.4423470353692,5.96505904117672,NA,1
"Monophyllus_redmani",3.47232175057813,2.16332302566054,4.67996651335307,NA,1
"Leptonycteris_curasoae",4.96874603002404,3.09104245335832,9.55454344846342,NA,1
"Glossophaga_soricina",4.55040231474065,2.26176309847379,5.11557231361776,0.968250470804865,1
"Macrotus_californicus",3.81704506118926,2.45958884180371,6.04957727072532,NA,1
"Diphylla_ecaudata",4.60001734673204,3.32503602069659,11.0558645389298,NA,1
"Desmodus_rotundus",4.68082178089355,3.38099467434464,11.4311249879468,0.926241062727323,1
"Diaemus_youngi",4.47000190143555,3.60004824040732,12.9603473332598,NA,1
"Mormoops_blainvillei",2.99556299635924,2.15176220325946,4.63008057937601,NA,1
"Mormoops_megalophylla",4.46556314867148,2.80336038090653,7.8588294252364,1.04027671165515,1
"Tadarida_brasiliensis",4.21565494877181,2.82731362192903,7.99370231674545,1.07840958135059,1
"Molossus_molossus",3.98418203305206,2.74727091425549,7.5474974763142,0.879626747502564,1
"Eumops_perotis",4.64316325220405,4.02535169073515,16.2034562341043,0.995101912298445,1
"Peropteryx_macrotis",3.53775001417325,1.6094379124341,2.59029039398023,NA,1
"Saccopteryx_bilineata",3.84492452172323,2.05412373369555,4.21942431333135,1.15057202759882,1
"Chalinolobus_gouldii",4.07699502824943,2.86220088092947,8.19219388279343,0.828551817566148,1
"Eptesicus_fuscus",4.2409727567561,2.34180580614733,5.48405443370535,0.847297860387202,1
"Natalus_tumidirostris",3.04921549995099,1.68639895357023,2.84394143060277,NA,1
"Histiotus_velatus",3.5581719990037,2.41591377830105,5.83663938418486,NA,1
"Rhinonicteris_aurantia",3.9987439563606,2.1126345090356,4.46322456876809,NA,1
"Hipposideros_galeritus",3.14440929727045,2.14006616349627,4.57988318414164,NA,1
"Macroderma_gigas",6.21260133935123,4.99721227376411,24.9721305090587,NA,1
"Paranyctimene_raptor",4.24632052844134,3.16124671203156,9.99348077433035,NA,1
"Manis_pentadactyla",7.52339122650983,8.19905191147975,67.2244522471397,NA,1
"Manis_tetradactyla",6.42359061030362,7.26542972325395,52.786469063542,NA,1
"Manis_crassicaudata",8.14226488132153,9.67470312133183,93.5998804859079,NA,1
"Manis_tricuspis",6.57949564522452,7.21890970761906,52.1126573667567,NA,1
"Manis_javanica",7.94653788326186,8.34759040703006,69.6822656035403,NA,1
"Cerdocyon_thous",8.69145638600892,8.60226936377136,73.9990382068793,NA,1
"Vulpes_velox",8.13605436758693,7.47816969415979,55.9230219746499,NA,1
"Vulpes_vulpes",9.19790448943258,8.39840965542627,70.5332847403572,1.04731899428056,1
"Vulpes_lagopus",8.61578676980256,8.1886891244442,67.0546295767907,NA,1
"Vulpes_zerda",7.77288404828524,7.10249935577465,50.4454970987793,NA,1
"Canis_latrans",9.17328391867547,9.21034037197618,84.8303697676543,1.03673688495002,1
"Canis_mesomelas",9.60647368662542,8.95156964301882,80.1305990738161,NA,1
"Spilogale_putorius",6.93318897696011,6.43615036836943,41.4240315642619,NA,1
"Ailurus_fulgens",8.09768832432779,8.65521448931361,74.9127378560242,NA,1
"Taxidea_taxus",9.24905827615896,9.10497985631836,82.9006581839631,NA,1
"Eira_barbara",8.48390983362395,7.98956044933387,63.83307617356,NA,1
"Martes_americana",7.73291601862394,6.80239476332431,46.272574516102,NA,1
"Lutra_lutra",9.76975775286862,9.21034037197618,84.8303697676543,NA,1
"Mustela_frenata",6.90142422478465,5.41610040220442,29.3341435667589,NA,1
"Mustela_erminea",6.56631394581258,4.31748811353631,18.6407036105273,NA,1
"Potos_flavus",7.89056103191339,7.75931547128436,60.2069765829128,NA,1
"Procyon_lotor",8.72495038792002,8.53208180390999,72.796419908612,1.04731899428056,1
"Bassariscus_sumichrasti",7.85577170809101,7.15461535691366,51.1885209053848,NA,1
"Nasua_narica",8.48655470985211,8.20794694104862,67.3703929870694,NA,1
"Nasua_nasua",8.13429599440605,8.29404964010203,68.7912594324766,NA,1
"Nandinia_binotata",8.06551540148209,8.35936910622267,69.87905185407,NA,1
"Arctictis_binturong",8.9899731175759,9.56661523589358,91.5201270716312,NA,1
"Arctogalidia_trivirgata",7.53521137835878,7.60589000105312,57.8495627081198,NA,1
"Paradoxurus_hermaphroditus",7.8714289561969,8.05832730658096,64.9366389799883,NA,1
"Acinonyx_jubatus",10.5213622894761,10.5427063910705,111.148658048319,0.940007258491471,1
"Puma_concolor",10.4070256374391,10.5240640402612,110.755923923519,NA,1
"Herpailurus_yaguarondi",8.83615345568801,9.03598698483141,81.6490607900426,NA,1
"Leopardus_wiedii",8.19094793080018,8.1886891244442,67.0546295767907,NA,1
"Leopardus_pardalis",9.39565669983303,9.25913053614561,85.7314982853841,NA,1
"Leptailurus_serval",9.29278560136047,9.22029070282935,85.0137606446814,NA,1
"Panthera_leo",11.0792521034689,11.4927227576527,132.082676384268,1.22082992139236,1
"Panthera_tigris",11.3982988973961,11.8342840637814,140.05027930227,1.00338543872509,1
"Proteles_cristatus",8.928191255163,8.99961934066053,80.9931482767911,NA,1
"Suricata_suricatta",6.96481930758631,6.74523634948436,45.4982134104051,NA,1
"Herpestes_javanicus",7.47111853770708,6.4150969591716,41.1534689955727,NA,1
"Galerella_sanguinea",7.41446412861849,6.29156913955832,39.5838422378426,NA,1
"Fossa_fossana",8.15031927089128,7.72312009226633,59.6465839595679,NA,1
"Condylura_cristata",6.02961353323027,3.89182029811063,15.1462652327859,NA,1
"Neurotrichus_gibbsii",5.21551894422837,2.46809953147162,6.09151529725043,NA,1
"Scalopus_aquaticus",5.4208104853468,3.87120101090789,14.9861972668543,NA,1
"Atelerix_albiventris",6.14927625487017,6.10924758276437,37.3229060275123,NA,1
"Hemiechinus_auritus",6.06790217158159,5.99146454710798,35.8976474192518,NA,1
"Erinaceus_concolor",6.99853294585618,6.71259161417488,45.0588861786909,NA,1
"Erinaceus_europaeus",6.88370415729865,6.62007320653036,43.8253692598212,1.29746314741327,1
"Paraechinus_aethiopicus",5.79884107365921,6.10924758276437,37.3229060275123,NA,1
"Hylomys_suillus",5.39475786740572,4.05698877567833,16.45915792598,NA,1
"Echinosorex_gymnura",7.45168307553365,6.58091649132916,43.3084618658481,NA,1
"Muscardinus_avellanarius",5.33453270122624,3.15700042115011,9.96665165914197,NA,1
"Glis_glis",6.38945805193028,5.29831736654804,28.0721669166646,NA,1
"Aplodontia_rufa",6.97279049148229,6.44571981938558,41.5473039900201,NA,1
"Funisciurus_congicus",5.99629159227919,4.7211738617444,22.2894826328185,NA,1
"Paraxerus_cepapi",6.4023667132512,5.40985874128094,29.2665716006138,NA,1
"Paraxerus_palliatus",6.5700620903478,5.32787616878958,28.3862644699559,NA,1
"Tamias_minimus",5.56402117336475,3.82428409112014,14.6251488095946,NA,1
"Tamias_merriami",5.64354274701094,4.31748811353631,18.6407036105273,NA,1
"Tamias_amoenus",5.84442744554683,4.04480411666196,16.3604403421655,NA,1
"Tamias_striatus",5.85868409738643,4.47049528266149,19.9853280722986,NA,1
"Ammospermophilus_leucurus",5.85475348793028,4.56121829845891,20.8047123661964,NA,1
"Xerospermophilus_tereticaudus",5.76561684530703,5.11799381241676,26.1938606639362,NA,1
"Xerospermophilus_spilosoma",5.73972270852527,5.15905529921453,26.6158515803535,NA,1
"Cynomys_ludovicianus",7.30254101494471,7.01418522259798,49.1987943369119,NA,1
"Urocitellus_townsendi",5.8327942263857,5.43372200355424,29.5253348119095,NA,1
"Urocitellus_undulatus",7.85096120291992,6.52209279817015,42.5376944679429,NA,1
"Urocitellus_beldingi",6.01645653810722,5.71373280550937,32.646742572754,NA,1
"Urocitellus_armatus",6.17873548036276,5.76832099579377,33.2735271105152,NA,1
"Urocitellus_parryii",7.53109328088067,6.47697236288968,41.9511709896367,NA,1
"Urocitellus_richardsonii",6.04579730501548,5.61312810638807,31.5072071387237,NA,1
"Spermophilus_citellus",6.74206044233675,5.48063892334199,30.0374030080512,NA,1
"Marmota_monax",7.77328804602894,7.88231491898027,62.1308884819789,NA,1
"Marmota_flaviventris",8.58525522690834,8.36520683441836,69.9766853825997,NA,1
"Otospermophilus_beecheyi",7.08117631574654,6.39626276622844,40.9121773746403,NA,1
"Callospermophilus_lateralis",6.19307945630874,5.46806014113513,29.8996817070707,NA,1
"Xerus_princeps",7.149119090077,6.40025744530882,40.963295366231,NA,1
"Xerus_inauris",7.05082047460977,6.29526600143965,39.630374028882,NA,1
"Glaucomys_volans",5.62995632377315,4.16278172377533,17.3287516797979,NA,1
"Sciurus_carolinensis",7.30975317452946,6.08677472691231,37.0488265761784,1.57277392806251,1
"Tamiasciurus_hudsonicus",6.93333408772393,5.43066055353575,29.4920740477292,NA,1
"Hystrix_africaeaustralis",9.07631273958184,9.33255800470043,87.0966389110981,NA,1
"Heterocephalus_glaber",3.94315400985972,3.46573590279973,12.0113253479551,1.06471073699243,1
"Heliophobius_argenteocinereus",5.45632219962966,4.47733681447821,20.0465449502819,1.11514159061932,1
"Cryptomys_hottentotus",5.14628697519485,4.37575702166029,19.1472495126093,1.22377543162212,1
"Georychus_capensis",5.98527961469455,5.27299955856375,27.8045243446135,NA,1
"Bathyergus_suillus",6.87224320870441,6.42971947803914,41.3412925662759,1.06471073699243,1
"Bathyergus_janetta",6.48418458244872,6.00635315960173,36.0762782778577,NA,1
"Fukomys_damarensis",5.51382606363108,4.92725368515721,24.2778288778953,NA,1
"Fukomys_mechowii",6.13856168162033,5.58724865840025,31.2173475707954,NA,1
"Fukomys_bocagei",5.28258439845935,4.54329478227,20.6415274786018,NA,1
"Coendou_prehensilis",8.07857237099594,8.09559870137819,65.5387183337562,NA,1
"Dolichotis_salinicola",7.9636509537377,7.38585107812521,54.5507961482433,1.34807314829969,1
"Kerodon_rupestris",7.24964596683678,6.68586094706836,44.7007366035338,NA,1
"Galea_musteloides",6.87449748172042,5.77455154554441,33.3454455521493,1.37371557891303,1
"Cavia_porcellus",7.26482321088611,6.44413125670044,41.5268276535836,1.34416943481922,1
"Dasyprocta_leporina",8.72067771013288,7.89618060861549,62.3496682038753,NA,1
"Dasyprocta_azarae",8.85492827657571,8.25556865328375,68.1544137890813,NA,1
"Myoprocta_acouchy",7.38304485562463,6.81783057145415,46.4828137010548,NA,1
"Cuniculus_paca",9.20965019092048,9.12216468107246,83.2138884686058,NA,1
"Ctenomys_opimus",5.90376913733001,5.36597601502185,28.7936985937898,1.27722326606553,1
"Ctenomys_fulvus",6.46205257368087,5.7037824746562,32.5331345181952,NA,1
"Ctenomys_maulinus",6.45194879190127,5.37063802812766,28.843752829171,NA,1
"Ctenomys_talarum",5.91023954674016,4.79579054559674,22.9996069572351,NA,1
"Ctenomys_australis",6.05746916436812,5.82894561761021,33.9766070130573,NA,1
"Ctenomys_peruanus",6.54458899151432,6.19440539110467,38.3706581493466,NA,1
"Tympanoctomys_barrerae",5.52981530658745,4.26829786934554,18.2183667014597,2.12823170584927,1
"Octomys_mimax",6.00123662450955,4.77575648656363,22.8078500189546,1.3609765531356,1
"Octodontomys_gliroides",6.16436293480414,5.02388052084628,25.2393754877387,1.41098697371026,1
"Spalacopus_cyanus",5.90909476557836,4.90527477843843,24.0617206519842,1.35325450704169,1
"Aconaemys_fuscus",6.09400829100533,4.71849887129509,22.264231598413,1.32175583998232,1
"Octodon_degus",6.45702389472173,5.26249586950796,27.6938627765883,1.46093790411566,1
"Thrichomys_apereoides",6.6510596592916,5.77765232322266,33.3812663680402,NA,1
"Proechimys_semispinosus",7.08943014549715,6.21060007702465,38.5715533167386,1.34807314829969,1
"Capromys_pilorides",7.58961955121865,7.87473912517181,62.0115162895117,NA,1
"Lagostomus_maximus",8.81239827947112,8.82232217747174,77.8333686031097,1.19392246847243,1
"Chinchilla_lanigera",6.4838732629869,6.05443934626937,36.6562357976547,NA,1
"Pedetes_capensis",7.87532348200223,7.74066440191724,59.9178853831088,NA,1
"Napaeozapus_insignis",4.95609358756563,3.09104245335832,9.55454344846342,NA,1
"Zapus_hudsonius",4.8736990673597,3.16968558067743,10.0469066803544,NA,1
"Dipus_sagitta",6.06011311968919,5.07517381523383,25.7573892548351,NA,1
"Jaculus_orientalis",6.21173984128377,4.93447393313069,24.3490329967463,NA,1
"Jaculus_jaculus",5.83367719797212,4.31748811353631,18.6407036105273,NA,1
"Nannospalax_ehrenbergi",5.90354714777367,4.92725368515721,24.2778288778953,NA,1
"Nannospalax_leucodon",6.22964134341837,5.30330490805908,28.1250429478435,NA,1
"Cannomys_badius",6.35351424686228,5.8406416573734,34.1130949698455,NA,1
"Tachyoryctes_splendens",6.21542103656133,5.25227342804663,27.5863761629647,NA,1
"Mystromys_albicaudatus",5.83203161556337,4.54095161366144,20.6202415576144,NA,1
"Steatomys_pratensis",4.00162638562701,3.62540703115836,13.1435761415725,NA,1
"Malacothrix_typica",4.30328343546406,3.07731226054641,9.46985074890926,NA,1
"Saccostomus_campestris",5.093709495607,4.11577984294217,16.9396437155691,NA,1
"Cricetomys_gambianus",8.21679005722521,7.53369370984863,56.7565409138128,NA,1
"Phodopus_sungorus",4.92338998221589,3.24649099190117,10.5397037604954,NA,1
"Mesocricetus_auratus",6.34553746942568,4.58496747867057,21.0219267804668,1.26176990305215,1
"Cricetus_cricetus",6.89873856887362,5.89164421182577,34.7114715187401,1.25419052048655,1
"Cricetulus_migratorius",5.13704198151191,3.42426265459315,11.7255747276413,NA,1
"Lemmiscus_curtatus",5.20232899410843,3.41114771251532,11.6359287165985,NA,1
"Arborimus_longicaudus",5.37371012137943,3.08190996979504,9.49816906192206,NA,1
"Lasiopodomys_brandtii",5.56127579630474,3.69386699562498,13.6446533813675,NA,1
"Microtus_longicaudus",5.56048618221245,3.35340671782581,11.2453366151593,NA,1
"Microtus_agrestis",5.47240466294995,3.3322045101752,11.1035868976319,1.22964055107451,1
"Microtus_mexicanus",5.18994843226109,3.3603753871419,11.2921227425091,NA,1
"Microtus_ochrogaster",5.71378944530487,3.84374416467485,14.774369203472,NA,1
"Microtus_breweri",5.6000290539646,3.97217692824789,15.7781895493048,NA,1
"Microtus_californicus",5.62679843244021,3.78418963391826,14.3200911854544,0.963174317773006,1
"Microtus_pennsylvanicus",5.70178850357048,3.6609942506244,13.4028789031049,0.966983846189673,1
"Microtus_montanus",5.57873096769885,3.55820113047182,12.6607952848909,1.13783300182139,1
"Microtus_richardsoni",6.24949880808639,4.18433760074881,17.5086811570403,NA,1
"Microtus_arvalis",5.40439562853864,2.99573227355399,8.97441185481296,1.06986981980246,1
"Microtus_guentheri",5.75314839516122,3.7796338173824,14.2856317935007,NA,1
"Microtus_oeconomus",5.99068075837264,3.51749783735832,12.3727910358205,0.959350221334602,1
"Microtus_pinetorum",5.43642888065602,3.23867845216438,10.4890381165139,NA,1
"Microtus_xanthognathus",5.93952808302263,4.22683374526818,17.8661235101378,NA,1
"Arvicola_amphibius",5.98256069859862,4.52178857704904,20.4465719355312,NA,1
"Myodes_californicus",5.42558668021829,2.90690105984738,8.45007377174182,NA,1
"Myodes_gapperi",5.2397155754533,3.10458667846607,9.63845844410898,NA,1
"Ondatra_zibethicus",7.77169150552788,6.91234473131594,47.7805096845512,1.02245092770255,1
"Phenacomys_intermedius",5.5500789699862,3.06805293513362,9.41294881278202,NA,1
"Lemmus_lemmus",6.591425668701,4.38202663467388,19.2021574269913,NA,1
"Lemmus_sibiricus",5.87114677083389,3.91601502669768,15.335173689322,NA,1
"Dicrostonyx_groenlandicus",5.96984183440994,4.08799108824993,16.7116711376108,NA,1
"Myopus_schisticolor",5.95587517312634,3.27336401015227,10.7149119429602,NA,1
"Neofiber_alleni",6.66335739880444,5.55334710672457,30.8396640877662,NA,1
"Neotoma_fuscipes",6.24420807464019,5.23110861685459,27.3644973613303,NA,1
"Neotoma_lepida",5.72781033911479,4.70048036579242,22.0945156692,NA,1
"Ochrotomys_nuttalli",4.53286519666691,2.9704144655697,8.82336209726573,NA,1
"Baiomys_taylori",4.04443134456974,1.96711235670592,3.86953102390512,NA,1
"Scotinomys_xerampelinus",4.68353833120284,2.72129542785223,7.40544880564945,NA,1
"Scotinomys_teguina",4.76020928741931,2.484906649788,6.17476105816062,NA,1
"Peromyscus_sitkensis",5.05071637180374,3.34286180464919,11.1747250449824,NA,1
"Peromyscus_crinitus",4.40830035237085,2.76631910922619,7.65252141406998,1.17557332980424,1
"Megadontomys_thomasi",6.1549873679476,4.70772677431318,22.1626913815852,NA,1
"Peromyscus_leucopus",4.75848922135308,2.99573227355399,8.97441185481296,NA,1
"Peromyscus_californicus",5.19271582816287,3.86283276123737,14.9214769412887,NA,1
"Peromyscus_eremicus",4.74865714286583,3.06805293513362,9.41294881278202,1.19392246847243,1
"Peromyscus_truei",5.18375695675742,3.50254987592244,12.2678556333243,NA,1
"Peromyscus_gossypinus",4.92308663099783,3.06805293513362,9.41294881278202,NA,1
"Peromyscus_oreas",4.99321820934485,3.20193310413789,10.2523756033741,NA,1
"Peromyscus_maniculatus",4.85294099291068,3.1267605359604,9.77663144923937,1.47247205736094,1
"Reithrodontomys_megalotis",4.37656761605382,2.19722457733622,4.82779584325033,NA,1
"Isthmomys_pirrensis",6.1184849577938,4.92652878479926,24.2706858674557,NA,1
"Sigmodon_hispidus",6.79493222808109,4.93662988078576,24.3703145798668,1.37624402526639,1
"Eligmodontia_typus",4.63326713856521,2.86220088092947,8.19219388279343,NA,1
"Oligoryzomys_longicaudatus",5.23119720179591,3.33932197794407,11.1510712723803,NA,1
"Akodon_azarae",5.03554510031343,3.17805383034795,10.1000261485893,0.887891257352457,1
"Oxymycterus_roberti",5.87670120417533,4.42484663185681,19.5792677154546,NA,1
"Chelemys_macronyx",5.69767139163649,4.12713438504509,17.0332382322215,NA,1
"Abrothrix_longipilis",5.35790566264054,3.74478708605223,14.0234303198636,NA,1
"Calomys_musculinus",4.53803871923639,2.82731362192903,7.99370231674545,1.1314021114911,1
"Graomys_griseoflavus",5.64367220120399,4.23988686751276,17.9766406493072,1.03318448334565,1
"Phyllotis_darwini",5.09899433864415,3.58351893845611,12.8416079822736,1.0681530811834,1
"Auliscomys_boliviensis",5.93328928188475,4.34120464015363,18.8460577276914,NA,1
"Auliscomys_micropus",5.88867092199398,4.13196142579341,17.0731052242447,NA,1
"Phyllotis_xanthopygus",5.33544036604812,4.00733318523247,16.0587192574654,1.35325450704169,1
"Myotomys_unisulcatus",5.78862356973185,4.56434819146784,20.8332744129557,NA,1
"Myotomys_sloggetti",6.24351656552951,4.7299509028854,22.3724355437064,NA,1
"Hydromys_chrysogaster",7.51848609547695,6.80239476332431,46.272574516102,NA,1
"Notomys_alexis",5.15959069101636,3.47506723022861,12.0760922546087,NA,1
"Notomys_cervinus",5.11083353702234,3.53222564406856,12.4766180006156,NA,1
"Pseudomys_gracilicaudatus",5.69136597546864,4.37952350445576,19.1802261260805,NA,1
"Pseudomys_hermannsburgensis",4.47894500279531,2.50143595173921,6.25718182065345,NA,1
"Mastomys_natalensis",4.83802231788212,3.72569342723665,13.8807915137544,NA,1
"Mus_minutoides",4.40627838517907,2.08691355651854,4.35520819238086,NA,1
"Apodemus_mystacinus",5.19619722660237,3.6988297849671,13.6813417781598,NA,1
"Apodemus_sylvaticus",5.02314464964584,3.17387845893747,10.0735044721073,1.20896034583698,1
"Apodemus_flavicollis",5.02314464964584,3.17387845893747,10.0735044721073,1.17557332980424,1
"Apodemus_hermonensis",5.18968739475467,3.02042488614436,9.12296649284017,NA,1
"Lemniscomys_griselda",5.32398702099143,3.8607297110406,14.9052339017116,NA,1
"Lemniscomys_rosalia",5.36029769404477,3.92256721930382,15.3865335899569,NA,1
"Rhabdomys_pumilio",4.74537255624998,3.67882911826043,13.5337836813608,NA,1
"Micaelamys_namaquensis",5.30317934274324,4.16200321069592,17.3222707258431,NA,1
"Otomys_irroratus",5.76084116772722,4.62497281328427,21.3903735236186,NA,1
"Parotomys_brantsii",5.57118952110235,4.46014441393783,19.8928881931808,NA,1
"Micromys_minutus",4.39628106667828,1.99741770620125,3.98967749304626,NA,1
"Rattus_fuscipes",5.74426827066206,4.33073334028633,18.7552512646676,NA,1
"Rattus_lutreolus",5.40256321576894,4.69134788222914,22.0087449520958,NA,1
"Rattus_villosissimus",6.18144315324703,5.52385804246197,30.5130076732718,NA,1
"Thallomys_paedulcus",5.72599134256492,4.88582764350291,23.8713117620172,NA,1
"Chroeomys_andinus",5.49665513183349,3.54385368206368,12.5588989198763,NA,1
"Acomys_russatus",5.05387574335056,4.01728351608564,16.1385668486134,NA,1
"Acomys_cahirinus",5.14569461147,3.73766961828337,13.9701741754386,0.970778917158225,1
"Meriones_unguiculatus",5.7066111675916,4.20469261939097,17.6794400235609,1.29198368164865,1
"Meriones_tristrami",5.83236513980717,4.71849887129509,22.264231598413,NA,1
"Meriones_hurrianae",5.21154914515877,4.23410650459726,17.9276578922728,NA,1
"Gerbillus_pusillus",3.70685480725145,2.53369681395743,6.41961954505803,NA,1
"Gerbillus_nanus",4.50228165345946,3.34638914516716,11.1983203108926,NA,1
